group	files	condition
slm-2024-08-06-13-12-23	['assets/data/raw/slm-2024-08-06-13-12-23-image-2.png', 'assets/data/raw/slm-2024-08-06-13-12-23-image-1.png', 'assets/data/raw/slm-2024-08-06-13-12-23-image-0.png']	0
nob-2024-08-08-10-57-36	['assets/data/raw/nob-2024-08-08-10-57-36-image-0.png', 'assets/data/raw/nob-2024-08-08-10-57-36-image-1.png', 'assets/data/raw/nob-2024-08-08-10-57-36-image-2.png']	0
slm-2024-08-06-13-09-26	['assets/data/raw/slm-2024-08-06-13-09-26-image-1.png', 'assets/data/raw/slm-2024-08-06-13-09-26-image-0.png', 'assets/data/raw/slm-2024-08-06-13-09-26-image-2.png']	1
tblm-2024-08-08-11-51-37	['assets/data/raw/tblm-2024-08-08-11-51-37-image-0.png', 'assets/data/raw/tblm-2024-08-08-11-51-37-image-1.png', 'assets/data/raw/tblm-2024-08-08-11-51-37-image-2.png']	0
slm-2024-08-06-13-15-11	['assets/data/raw/slm-2024-08-06-13-15-11-image-0.png', 'assets/data/raw/slm-2024-08-06-13-15-11-image-1.png', 'assets/data/raw/slm-2024-08-06-13-15-11-image-2.png']	1
tblm-2024-08-06-13-13-30	['assets/data/raw/tblm-2024-08-06-13-13-30-image-2.png', 'assets/data/raw/tblm-2024-08-06-13-13-30-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-13-30-image-0.png']	0
sob-2024-08-06-13-10-09	['assets/data/raw/sob-2024-08-06-13-10-09-image-1.png', 'assets/data/raw/sob-2024-08-06-13-10-09-image-0.png', 'assets/data/raw/sob-2024-08-06-13-10-09-image-2.png']	0
nlm-2024-08-07-17-15-49	['assets/data/raw/nlm-2024-08-07-17-15-49-image-2.png', 'assets/data/raw/nlm-2024-08-07-17-15-49-image-1.png', 'assets/data/raw/nlm-2024-08-07-17-15-49-image-0.png']	0
sob-2024-08-07-20-06-21	['assets/data/raw/sob-2024-08-07-20-06-21-image-0.png', 'assets/data/raw/sob-2024-08-07-20-06-21-image-1.png', 'assets/data/raw/sob-2024-08-07-20-06-21-image-2.png']	0
slm-2024-08-06-13-18-35	['assets/data/raw/slm-2024-08-06-13-18-35-image-0.png', 'assets/data/raw/slm-2024-08-06-13-18-35-image-1.png', 'assets/data/raw/slm-2024-08-06-13-18-35-image-2.png']	1
sob-2024-08-06-13-16-19	['assets/data/raw/sob-2024-08-06-13-16-19-image-1.png', 'assets/data/raw/sob-2024-08-06-13-16-19-image-0.png', 'assets/data/raw/sob-2024-08-06-13-16-19-image-2.png']	0
nob-2024-08-06-13-19-09	['assets/data/raw/nob-2024-08-06-13-19-09-image-1.png', 'assets/data/raw/nob-2024-08-06-13-19-09-image-0.png', 'assets/data/raw/nob-2024-08-06-13-19-09-image-2.png']	0
nob-2024-08-06-13-11-15	['assets/data/raw/nob-2024-08-06-13-11-15-image-1.png', 'assets/data/raw/nob-2024-08-06-13-11-15-image-0.png', 'assets/data/raw/nob-2024-08-06-13-11-15-image-2.png']	0
sob-2024-08-06-13-27-56	['assets/data/raw/sob-2024-08-06-13-27-56-image-1.png', 'assets/data/raw/sob-2024-08-06-13-27-56-image-0.png', 'assets/data/raw/sob-2024-08-06-13-27-56-image-2.png']	0
tbclm-2024-08-06-13-19-43	['assets/data/raw/tbclm-2024-08-06-13-19-43-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-19-43-image-0.png', 'assets/data/raw/tbclm-2024-08-06-13-19-43-image-2.png']	0
slm-2024-08-06-17-42-06	['assets/data/raw/slm-2024-08-06-17-42-06-image-1.png', 'assets/data/raw/slm-2024-08-06-17-42-06-image-0.png', 'assets/data/raw/slm-2024-08-06-17-42-06-image-2.png']	0
tblm-2024-08-06-13-15-45	['assets/data/raw/tblm-2024-08-06-13-15-45-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-15-45-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-15-45-image-2.png']	0
slm-2024-08-06-13-11-49	['assets/data/raw/slm-2024-08-06-13-11-49-image-2.png', 'assets/data/raw/slm-2024-08-06-13-11-49-image-0.png', 'assets/data/raw/slm-2024-08-06-13-11-49-image-1.png']	0
slm-2024-08-06-09-54-13	['assets/data/raw/slm-2024-08-06-09-54-13-image-2.png', 'assets/data/raw/slm-2024-08-06-09-54-13-image-0.png', 'assets/data/raw/slm-2024-08-06-09-54-13-image-1.png']	1
sob-2024-08-06-13-21-23	['assets/data/raw/sob-2024-08-06-13-21-23-image-2.png', 'assets/data/raw/sob-2024-08-06-13-21-23-image-0.png', 'assets/data/raw/sob-2024-08-06-13-21-23-image-1.png']	0
nob-2024-08-06-13-14-38	['assets/data/raw/nob-2024-08-06-13-14-38-image-2.png', 'assets/data/raw/nob-2024-08-06-13-14-38-image-0.png', 'assets/data/raw/nob-2024-08-06-13-14-38-image-1.png']	0
nlm-2024-08-06-13-14-04	['assets/data/raw/nlm-2024-08-06-13-14-04-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-14-04-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-14-04-image-1.png']	0
tbclm-2024-08-06-13-15-45	['assets/data/raw/tbclm-2024-08-06-13-15-45-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-15-45-image-0.png', 'assets/data/raw/tbclm-2024-08-06-13-15-45-image-1.png']	0
tbclm-2024-08-08-11-51-37	['assets/data/raw/tbclm-2024-08-08-11-51-37-image-2.png', 'assets/data/raw/tbclm-2024-08-08-11-51-37-image-0.png', 'assets/data/raw/tbclm-2024-08-08-11-51-37-image-1.png']	0
nlm-2024-08-06-17-42-06	['assets/data/raw/nlm-2024-08-06-17-42-06-image-2.png', 'assets/data/raw/nlm-2024-08-06-17-42-06-image-1.png', 'assets/data/raw/nlm-2024-08-06-17-42-06-image-0.png']	0
nlm-2024-08-06-09-54-13	['assets/data/raw/nlm-2024-08-06-09-54-13-image-0.png', 'assets/data/raw/nlm-2024-08-06-09-54-13-image-1.png', 'assets/data/raw/nlm-2024-08-06-09-54-13-image-2.png']	0
tbclm-2024-08-06-13-16-53	['assets/data/raw/tbclm-2024-08-06-13-16-53-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-16-53-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-16-53-image-0.png']	0
nob-2024-08-06-13-27-56	['assets/data/raw/nob-2024-08-06-13-27-56-image-2.png', 'assets/data/raw/nob-2024-08-06-13-27-56-image-1.png', 'assets/data/raw/nob-2024-08-06-13-27-56-image-0.png']	0
nlm-2024-08-06-13-11-49	['assets/data/raw/nlm-2024-08-06-13-11-49-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-11-49-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-11-49-image-2.png']	0
sob-2024-08-06-13-19-09	['assets/data/raw/sob-2024-08-06-13-19-09-image-2.png', 'assets/data/raw/sob-2024-08-06-13-19-09-image-1.png', 'assets/data/raw/sob-2024-08-06-13-19-09-image-0.png']	0
sob-2024-08-06-13-11-15	['assets/data/raw/sob-2024-08-06-13-11-15-image-2.png', 'assets/data/raw/sob-2024-08-06-13-11-15-image-1.png', 'assets/data/raw/sob-2024-08-06-13-11-15-image-0.png']	0
tblm-2024-08-06-13-18-01	['assets/data/raw/tblm-2024-08-06-13-18-01-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-18-01-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-18-01-image-2.png']	0
nob-2024-08-06-13-16-19	['assets/data/raw/nob-2024-08-06-13-16-19-image-2.png', 'assets/data/raw/nob-2024-08-06-13-16-19-image-1.png', 'assets/data/raw/nob-2024-08-06-13-16-19-image-0.png']	0
nob-2024-08-06-13-21-23	['assets/data/raw/nob-2024-08-06-13-21-23-image-0.png', 'assets/data/raw/nob-2024-08-06-13-21-23-image-1.png', 'assets/data/raw/nob-2024-08-06-13-21-23-image-2.png']	0
tblm-2024-08-08-10-57-09	['assets/data/raw/tblm-2024-08-08-10-57-09-image-0.png', 'assets/data/raw/tblm-2024-08-08-10-57-09-image-1.png', 'assets/data/raw/tblm-2024-08-08-10-57-09-image-2.png']	0
sob-2024-08-06-13-14-38	['assets/data/raw/sob-2024-08-06-13-14-38-image-0.png', 'assets/data/raw/sob-2024-08-06-13-14-38-image-1.png', 'assets/data/raw/sob-2024-08-06-13-14-38-image-2.png']	0
tbclm-2024-08-07-10-05-46	['assets/data/raw/tbclm-2024-08-07-10-05-46-image-2.png', 'assets/data/raw/tbclm-2024-08-07-10-05-46-image-1.png', 'assets/data/raw/tbclm-2024-08-07-10-05-46-image-0.png']	0
nob-2024-08-06-13-10-09	['assets/data/raw/nob-2024-08-06-13-10-09-image-2.png', 'assets/data/raw/nob-2024-08-06-13-10-09-image-1.png', 'assets/data/raw/nob-2024-08-06-13-10-09-image-0.png']	0
slm-2024-08-06-13-14-04	['assets/data/raw/slm-2024-08-06-13-14-04-image-0.png', 'assets/data/raw/slm-2024-08-06-13-14-04-image-1.png', 'assets/data/raw/slm-2024-08-06-13-14-04-image-2.png']	0
slm-2024-08-07-17-15-49	['assets/data/raw/slm-2024-08-07-17-15-49-image-1.png', 'assets/data/raw/slm-2024-08-07-17-15-49-image-0.png', 'assets/data/raw/slm-2024-08-07-17-15-49-image-2.png']	0
tbclm-2024-08-06-13-18-01	['assets/data/raw/tbclm-2024-08-06-13-18-01-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-18-01-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-18-01-image-0.png']	0
nlm-2024-08-06-13-09-26	['assets/data/raw/nlm-2024-08-06-13-09-26-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-09-26-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-09-26-image-0.png']	0
nob-2024-08-06-13-17-27	['assets/data/raw/nob-2024-08-06-13-17-27-image-1.png', 'assets/data/raw/nob-2024-08-06-13-17-27-image-0.png', 'assets/data/raw/nob-2024-08-06-13-17-27-image-2.png']	0
nlm-2024-08-06-13-12-23	['assets/data/raw/nlm-2024-08-06-13-12-23-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-12-23-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-12-23-image-2.png']	0
tblm-2024-08-06-13-16-53	['assets/data/raw/tblm-2024-08-06-13-16-53-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-16-53-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-16-53-image-2.png']	0
nlm-2024-08-06-11-44-57	['assets/data/raw/nlm-2024-08-06-11-44-57-image-2.png', 'assets/data/raw/nlm-2024-08-06-11-44-57-image-1.png', 'assets/data/raw/nlm-2024-08-06-11-44-57-image-0.png']	0
tblm-2024-08-07-10-05-46	['assets/data/raw/tblm-2024-08-07-10-05-46-image-1.png', 'assets/data/raw/tblm-2024-08-07-10-05-46-image-0.png', 'assets/data/raw/tblm-2024-08-07-10-05-46-image-2.png']	0
tbclm-2024-08-08-10-57-09	['assets/data/raw/tbclm-2024-08-08-10-57-09-image-2.png', 'assets/data/raw/tbclm-2024-08-08-10-57-09-image-0.png', 'assets/data/raw/tbclm-2024-08-08-10-57-09-image-1.png']	0
nob-2024-08-06-09-44-40	['assets/data/raw/nob-2024-08-06-09-44-40-image-2.png', 'assets/data/raw/nob-2024-08-06-09-44-40-image-0.png', 'assets/data/raw/nob-2024-08-06-09-44-40-image-1.png']	1
sob-2024-08-08-10-57-36	['assets/data/raw/sob-2024-08-08-10-57-36-image-2.png', 'assets/data/raw/sob-2024-08-08-10-57-36-image-0.png', 'assets/data/raw/sob-2024-08-08-10-57-36-image-1.png']	0
nlm-2024-08-06-13-15-11	['assets/data/raw/nlm-2024-08-06-13-15-11-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-15-11-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-15-11-image-1.png']	1
nlm-2024-08-06-13-18-35	['assets/data/raw/nlm-2024-08-06-13-18-35-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-18-35-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-18-35-image-1.png']	0
nob-2024-08-07-20-06-21	['assets/data/raw/nob-2024-08-07-20-06-21-image-2.png', 'assets/data/raw/nob-2024-08-07-20-06-21-image-0.png', 'assets/data/raw/nob-2024-08-07-20-06-21-image-1.png']	0
nob-2024-08-06-13-20-49	['assets/data/raw/nob-2024-08-06-13-20-49-image-2.png', 'assets/data/raw/nob-2024-08-06-13-20-49-image-1.png', 'assets/data/raw/nob-2024-08-06-13-20-49-image-0.png']	0
nlm-2024-08-06-13-19-43	['assets/data/raw/nlm-2024-08-06-13-19-43-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-19-43-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-19-43-image-2.png']	0
slm-2024-08-06-13-16-53	['assets/data/raw/slm-2024-08-06-13-16-53-image-0.png', 'assets/data/raw/slm-2024-08-06-13-16-53-image-1.png', 'assets/data/raw/slm-2024-08-06-13-16-53-image-2.png']	1
nob-2024-08-06-13-12-57	['assets/data/raw/nob-2024-08-06-13-12-57-image-1.png', 'assets/data/raw/nob-2024-08-06-13-12-57-image-0.png', 'assets/data/raw/nob-2024-08-06-13-12-57-image-2.png']	0
sob-2024-08-07-10-06-22	['assets/data/raw/sob-2024-08-07-10-06-22-image-0.png', 'assets/data/raw/sob-2024-08-07-10-06-22-image-1.png', 'assets/data/raw/sob-2024-08-07-10-06-22-image-2.png']	0
tbclm-2024-08-06-13-14-04	['assets/data/raw/tbclm-2024-08-06-13-14-04-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-14-04-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-14-04-image-0.png']	0
slm-2024-08-07-10-05-46	['assets/data/raw/slm-2024-08-07-10-05-46-image-0.png', 'assets/data/raw/slm-2024-08-07-10-05-46-image-1.png', 'assets/data/raw/slm-2024-08-07-10-05-46-image-2.png']	0
nlm-2024-08-06-13-15-45	['assets/data/raw/nlm-2024-08-06-13-15-45-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-15-45-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-15-45-image-0.png']	0
slm-2024-08-06-13-18-01	['assets/data/raw/slm-2024-08-06-13-18-01-image-0.png', 'assets/data/raw/slm-2024-08-06-13-18-01-image-1.png', 'assets/data/raw/slm-2024-08-06-13-18-01-image-2.png']	0
tblm-2024-08-07-17-15-49	['assets/data/raw/tblm-2024-08-07-17-15-49-image-0.png', 'assets/data/raw/tblm-2024-08-07-17-15-49-image-1.png', 'assets/data/raw/tblm-2024-08-07-17-15-49-image-2.png']	0
tblm-2024-08-06-13-14-04	['assets/data/raw/tblm-2024-08-06-13-14-04-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-14-04-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-14-04-image-2.png']	0
nlm-2024-08-06-13-13-30	['assets/data/raw/nlm-2024-08-06-13-13-30-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-13-30-image-1.png', 'assets/data/raw/nlm-2024-08-06-13-13-30-image-2.png']	0
slm-2024-08-08-10-57-09	['assets/data/raw/slm-2024-08-08-10-57-09-image-1.png', 'assets/data/raw/slm-2024-08-08-10-57-09-image-0.png', 'assets/data/raw/slm-2024-08-08-10-57-09-image-2.png']	0
nlm-2024-08-08-11-51-37	['assets/data/raw/nlm-2024-08-08-11-51-37-image-2.png', 'assets/data/raw/nlm-2024-08-08-11-51-37-image-1.png', 'assets/data/raw/nlm-2024-08-08-11-51-37-image-0.png']	0
tbclm-2024-08-07-17-15-49	['assets/data/raw/tbclm-2024-08-07-17-15-49-image-2.png', 'assets/data/raw/tbclm-2024-08-07-17-15-49-image-0.png', 'assets/data/raw/tbclm-2024-08-07-17-15-49-image-1.png']	0
slm-2024-08-08-11-51-37	['assets/data/raw/slm-2024-08-08-11-51-37-image-1.png', 'assets/data/raw/slm-2024-08-08-11-51-37-image-0.png', 'assets/data/raw/slm-2024-08-08-11-51-37-image-2.png']	0
tblm-2024-08-06-13-18-35	['assets/data/raw/tblm-2024-08-06-13-18-35-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-18-35-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-18-35-image-2.png']	1
nlm-2024-08-08-10-57-09	['assets/data/raw/nlm-2024-08-08-10-57-09-image-2.png', 'assets/data/raw/nlm-2024-08-08-10-57-09-image-1.png', 'assets/data/raw/nlm-2024-08-08-10-57-09-image-0.png']	0
tblm-2024-08-06-13-15-11	['assets/data/raw/tblm-2024-08-06-13-15-11-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-15-11-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-15-11-image-2.png']	0
tbclm-2024-08-06-13-12-23	['assets/data/raw/tbclm-2024-08-06-13-12-23-image-0.png', 'assets/data/raw/tbclm-2024-08-06-13-12-23-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-12-23-image-2.png']	0
slm-2024-08-06-13-15-45	['assets/data/raw/slm-2024-08-06-13-15-45-image-1.png', 'assets/data/raw/slm-2024-08-06-13-15-45-image-0.png', 'assets/data/raw/slm-2024-08-06-13-15-45-image-2.png']	1
tblm-2024-08-06-17-42-06	['assets/data/raw/tblm-2024-08-06-17-42-06-image-0.png', 'assets/data/raw/tblm-2024-08-06-17-42-06-image-1.png', 'assets/data/raw/tblm-2024-08-06-17-42-06-image-2.png']	0
tblm-2024-08-06-13-11-49	['assets/data/raw/tblm-2024-08-06-13-11-49-image-2.png', 'assets/data/raw/tblm-2024-08-06-13-11-49-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-11-49-image-0.png']	0
tblm-2024-08-06-09-54-13	['assets/data/raw/tblm-2024-08-06-09-54-13-image-2.png', 'assets/data/raw/tblm-2024-08-06-09-54-13-image-1.png', 'assets/data/raw/tblm-2024-08-06-09-54-13-image-0.png']	0
tbclm-2024-08-06-13-15-11	['assets/data/raw/tbclm-2024-08-06-13-15-11-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-15-11-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-15-11-image-0.png']	1
tbclm-2024-08-06-13-18-35	['assets/data/raw/tbclm-2024-08-06-13-18-35-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-18-35-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-18-35-image-0.png']	1
sob-2024-08-06-13-12-57	['assets/data/raw/sob-2024-08-06-13-12-57-image-2.png', 'assets/data/raw/sob-2024-08-06-13-12-57-image-1.png', 'assets/data/raw/sob-2024-08-06-13-12-57-image-0.png']	0
tbclm-2024-08-06-13-11-49	['assets/data/raw/tbclm-2024-08-06-13-11-49-image-1.png', 'assets/data/raw/tbclm-2024-08-06-13-11-49-image-0.png', 'assets/data/raw/tbclm-2024-08-06-13-11-49-image-2.png']	0
tbclm-2024-08-06-09-54-13	['assets/data/raw/tbclm-2024-08-06-09-54-13-image-1.png', 'assets/data/raw/tbclm-2024-08-06-09-54-13-image-0.png', 'assets/data/raw/tbclm-2024-08-06-09-54-13-image-2.png']	0
tblm-2024-08-06-11-44-57	['assets/data/raw/tblm-2024-08-06-11-44-57-image-0.png', 'assets/data/raw/tblm-2024-08-06-11-44-57-image-1.png', 'assets/data/raw/tblm-2024-08-06-11-44-57-image-2.png']	0
sob-2024-08-06-13-20-49	['assets/data/raw/sob-2024-08-06-13-20-49-image-1.png', 'assets/data/raw/sob-2024-08-06-13-20-49-image-0.png', 'assets/data/raw/sob-2024-08-06-13-20-49-image-2.png']	0
tblm-2024-08-06-13-09-26	['assets/data/raw/tblm-2024-08-06-13-09-26-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-09-26-image-1.png', 'assets/data/raw/tblm-2024-08-06-13-09-26-image-2.png']	0
tblm-2024-08-06-13-12-23	['assets/data/raw/tblm-2024-08-06-13-12-23-image-2.png', 'assets/data/raw/tblm-2024-08-06-13-12-23-image-0.png', 'assets/data/raw/tblm-2024-08-06-13-12-23-image-1.png']	0
tbclm-2024-08-06-17-42-06	['assets/data/raw/tbclm-2024-08-06-17-42-06-image-2.png', 'assets/data/raw/tbclm-2024-08-06-17-42-06-image-0.png', 'assets/data/raw/tbclm-2024-08-06-17-42-06-image-1.png']	0
slm-2024-08-06-13-19-43	['assets/data/raw/slm-2024-08-06-13-19-43-image-2.png', 'assets/data/raw/slm-2024-08-06-13-19-43-image-0.png', 'assets/data/raw/slm-2024-08-06-13-19-43-image-1.png']	0
nlm-2024-08-06-13-16-53	['assets/data/raw/nlm-2024-08-06-13-16-53-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-16-53-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-16-53-image-1.png']	0
nob-2024-08-07-10-06-22	['assets/data/raw/nob-2024-08-07-10-06-22-image-2.png', 'assets/data/raw/nob-2024-08-07-10-06-22-image-0.png', 'assets/data/raw/nob-2024-08-07-10-06-22-image-1.png']	0
nlm-2024-08-07-10-05-46	['assets/data/raw/nlm-2024-08-07-10-05-46-image-2.png', 'assets/data/raw/nlm-2024-08-07-10-05-46-image-0.png', 'assets/data/raw/nlm-2024-08-07-10-05-46-image-1.png']	0
tbclm-2024-08-06-11-44-57	['assets/data/raw/tbclm-2024-08-06-11-44-57-image-2.png', 'assets/data/raw/tbclm-2024-08-06-11-44-57-image-0.png', 'assets/data/raw/tbclm-2024-08-06-11-44-57-image-1.png']	0
nlm-2024-08-06-13-18-01	['assets/data/raw/nlm-2024-08-06-13-18-01-image-2.png', 'assets/data/raw/nlm-2024-08-06-13-18-01-image-0.png', 'assets/data/raw/nlm-2024-08-06-13-18-01-image-1.png']	0
tbclm-2024-08-06-13-09-26	['assets/data/raw/tbclm-2024-08-06-13-09-26-image-2.png', 'assets/data/raw/tbclm-2024-08-06-13-09-26-image-0.png', 'assets/data/raw/tbclm-2024-08-06-13-09-26-image-1.png']	0
slm-2024-08-06-13-13-30	['assets/data/raw/slm-2024-08-06-13-13-30-image-2.png', 'assets/data/raw/slm-2024-08-06-13-13-30-image-0.png', 'assets/data/raw/slm-2024-08-06-13-13-30-image-1.png']	1
sob-2024-08-10-13-01-56	['assets/data/raw/sob-2024-08-10-13-01-56-image-1.png', 'assets/data/raw/sob-2024-08-10-13-01-56-image-0.png', 'assets/data/raw/sob-2024-08-10-13-01-56-image-2.png']	0
tbclm-2024-08-20-10-51-15	['assets/data/raw/tbclm-2024-08-20-10-51-15-image-0.png', 'assets/data/raw/tbclm-2024-08-20-10-51-15-image-1.png', 'assets/data/raw/tbclm-2024-08-20-10-51-15-image-2.png']	0
nob-2024-08-11-11-43-38	['assets/data/raw/nob-2024-08-11-11-43-38-image-0.png', 'assets/data/raw/nob-2024-08-11-11-43-38-image-1.png', 'assets/data/raw/nob-2024-08-11-11-43-38-image-2.png']	0
slm-2024-08-20-14-48-00	['assets/data/raw/slm-2024-08-20-14-48-00-image-0.png', 'assets/data/raw/slm-2024-08-20-14-48-00-image-1.png', 'assets/data/raw/slm-2024-08-20-14-48-00-image-2.png']	0
slm-2024-08-13-10-21-27	['assets/data/raw/slm-2024-08-13-10-21-27-image-1.png', 'assets/data/raw/slm-2024-08-13-10-21-27-image-0.png', 'assets/data/raw/slm-2024-08-13-10-21-27-image-2.png']	0
nob-2024-08-18-10-04-10	['assets/data/raw/nob-2024-08-18-10-04-10-image-0.png', 'assets/data/raw/nob-2024-08-18-10-04-10-image-1.png', 'assets/data/raw/nob-2024-08-18-10-04-10-image-2.png']	0
tblm-2024-08-13-10-18-29	['assets/data/raw/tblm-2024-08-13-10-18-29-image-2.png', 'assets/data/raw/tblm-2024-08-13-10-18-29-image-1.png', 'assets/data/raw/tblm-2024-08-13-10-18-29-image-0.png']	0
tblm-2024-08-22-18-19-07	['assets/data/raw/tblm-2024-08-22-18-19-07-image-2.png', 'assets/data/raw/tblm-2024-08-22-18-19-07-image-1.png', 'assets/data/raw/tblm-2024-08-22-18-19-07-image-0.png']	0
sob-2024-08-18-10-48-39	['assets/data/raw/sob-2024-08-18-10-48-39-image-0.png', 'assets/data/raw/sob-2024-08-18-10-48-39-image-1.png', 'assets/data/raw/sob-2024-08-18-10-48-39-image-2.png']	1
nob-2024-08-16-10-15-22	['assets/data/raw/nob-2024-08-16-10-15-22-image-2.png', 'assets/data/raw/nob-2024-08-16-10-15-22-image-1.png', 'assets/data/raw/nob-2024-08-16-10-15-22-image-0.png']	1
slm-2024-08-26-14-45-53	['assets/data/raw/slm-2024-08-26-14-45-53-image-0.png', 'assets/data/raw/slm-2024-08-26-14-45-53-image-1.png', 'assets/data/raw/slm-2024-08-26-14-45-53-image-2.png']	0
sob-2024-08-18-10-07-51	['assets/data/raw/sob-2024-08-18-10-07-51-image-1.png', 'assets/data/raw/sob-2024-08-18-10-07-51-image-0.png', 'assets/data/raw/sob-2024-08-18-10-07-51-image-2.png']	0
nob-2024-08-10-11-51-22	['assets/data/raw/nob-2024-08-10-11-51-22-image-0.png', 'assets/data/raw/nob-2024-08-10-11-51-22-image-1.png', 'assets/data/raw/nob-2024-08-10-11-51-22-image-2.png']	0
nob-2024-08-11-11-44-54	['assets/data/raw/nob-2024-08-11-11-44-54-image-2.png', 'assets/data/raw/nob-2024-08-11-11-44-54-image-1.png', 'assets/data/raw/nob-2024-08-11-11-44-54-image-0.png']	0
tbclm-2024-08-16-10-16-30	['assets/data/raw/tbclm-2024-08-16-10-16-30-image-2.png', 'assets/data/raw/tbclm-2024-08-16-10-16-30-image-1.png', 'assets/data/raw/tbclm-2024-08-16-10-16-30-image-0.png']	1
slm-2024-08-18-10-48-05	['assets/data/raw/slm-2024-08-18-10-48-05-image-0.png', 'assets/data/raw/slm-2024-08-18-10-48-05-image-1.png', 'assets/data/raw/slm-2024-08-18-10-48-05-image-2.png']	0
nob-2024-08-18-10-06-44	['assets/data/raw/nob-2024-08-18-10-06-44-image-2.png', 'assets/data/raw/nob-2024-08-18-10-06-44-image-1.png', 'assets/data/raw/nob-2024-08-18-10-06-44-image-0.png']	0
nlm-2024-08-15-13-55-39	['assets/data/raw/nlm-2024-08-15-13-55-39-image-0.png', 'assets/data/raw/nlm-2024-08-15-13-55-39-image-1.png', 'assets/data/raw/nlm-2024-08-15-13-55-39-image-2.png']	0
nob-2024-08-10-11-52-16	['assets/data/raw/nob-2024-08-10-11-52-16-image-1.png', 'assets/data/raw/nob-2024-08-10-11-52-16-image-0.png', 'assets/data/raw/nob-2024-08-10-11-52-16-image-2.png']	0
sob-2024-08-20-11-59-14	['assets/data/raw/sob-2024-08-20-11-59-14-image-0.png', 'assets/data/raw/sob-2024-08-20-11-59-14-image-1.png', 'assets/data/raw/sob-2024-08-20-11-59-14-image-2.png']	0
nob-2024-08-13-10-19-54	['assets/data/raw/nob-2024-08-13-10-19-54-image-1.png', 'assets/data/raw/nob-2024-08-13-10-19-54-image-0.png', 'assets/data/raw/nob-2024-08-13-10-19-54-image-2.png']	0
tbclm-2024-08-16-10-14-14	['assets/data/raw/tbclm-2024-08-16-10-14-14-image-0.png', 'assets/data/raw/tbclm-2024-08-16-10-14-14-image-1.png', 'assets/data/raw/tbclm-2024-08-16-10-14-14-image-2.png']	1
nlm-2024-08-13-10-20-42	['assets/data/raw/nlm-2024-08-13-10-20-42-image-2.png', 'assets/data/raw/nlm-2024-08-13-10-20-42-image-1.png', 'assets/data/raw/nlm-2024-08-13-10-20-42-image-0.png']	1
nob-2024-08-14-10-04-30	['assets/data/raw/nob-2024-08-14-10-04-30-image-0.png', 'assets/data/raw/nob-2024-08-14-10-04-30-image-1.png', 'assets/data/raw/nob-2024-08-14-10-04-30-image-2.png']	0
